,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform
16986,s8179,Movie,The First Time,Jonathan Kasdan,"Britt Robertson, Dylan O'Brien, Craig Roberts, Joshua Malina, James Frecheville, Christine Taylor, Victoria Justice, Halston Sage",,,2012,PG-13,95 min,"Comedy, Romance, Young Adult Audience","Dave, a high school senior, spends most of his time pining away over a girl he can't have. Aubrey, a junior with artistic aspirations, has a hot boyfriend who doesn't quite understand her or seem to care. Dave and Aubrey find themselves at the same party one night. A casual conversation sparks an instant connection.",Amazon Prime
16987,s8180,Movie,The Discreet Charm of the Bourgeoisie,Luis Buñuel,"Fernando Rey, Delphine Seyrig, Stéphane Audran, Jean-Pierre Cassel, Paul Frankeur, Bulle Ogier",,,1972,ALL,102 min,"Comedy, Drama, Science Fiction","In Luis Bunuel's satiric, Oscar-winning masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",Amazon Prime
16988,s8181,Movie,The Cutter,William Tannen,"Chuck Norris, Joanna Pacula, Marshall Teague, Todd Jensen, Daniel Bernhardt, Tracy Scoggins, Bernie Kopell, Aaron Norris",,,2006,R,91 min,Action,"In the aftermath of a daring rescue mission gone bad, a guilt-ridden detective vows to rescue a diamond cutter from the clutches of a murderous thief in this pulse-pounding action thriller starring silver screen icon Chuck Norris.",Amazon Prime
16989,s8182,Movie,The Burrowers,J.T. Petty,"William Mapother, Sean Patrick Thomas, Doug Hutchison, Karl Geary, Laura Leighton, Jocelin Donahue, Clancy Brown",,,2009,R,96 min,"Horror, Western",In the Wild West a rescue party sets out to find a family of settlers that has vanished from their home under mysterious circumstances.,Amazon Prime
16990,s8183,Movie,The Blood of Heroes,David Peoples,"Rutger Hauer, Joan Chen, Vincent D'Onofrio, Delroy Lindo, Anna Katarina",,,1990,R,91 min,"Action, Adventure","The film features a sport that you're not likely to see on ESPN. It's called ""juggers"", and Rutger Hauer plays Sallow, the champion jugger in the post-apocalyptic world.",Amazon Prime
16991,s8184,Movie,The Assignment,Christian Duguay,"Aidan Quinn, Donald Sutherland, Ben Kingsley, Claudia Ferri",,,1997,R,119 min,"Action, Suspense","An American naval officer is recruited for an operation to eliminate his lookalike, the infamous terrorist Carlos The Jackal.",Amazon Prime
16992,s8185,Movie,Tekken,Dwight H. Little,"Cung Le, Ian Anthony Dale, Jon Foo, Kelly Overton",,,2011,R,91 min,"Action, Science Fiction","The year is 2039. The world wars have destroyed everything and territories are run by corporations, the mightiest of which is TEKKEN. In the midst of the ruined society, one warrior rises from the streets.",Amazon Prime
16993,s8186,Movie,Teeth,Mitchell Lichtenstein,"Jess Weixler, John Hensley, Josh Pais, Hale Appleman",,,2008,R,94 min,Horror,"Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.",Amazon Prime
16994,s8187,Movie,Sweet Sunshine,Craig McMahon,"Savanah McMahon, John Way",,,2020,13+,94 min,"Romance, Western","After his rise to fame causes a rift with his father, a young superstar suffers a tragedy that will change his life forever. Can a chance meeting with a talented young woman give him the strength he needs to believe in himself?",Amazon Prime
16995,s8188,Movie,Street Dogs of South Central,Bill Marin,Queen Latifah,,,2013,ALL,83 min,Documentary,"Street Dogs of South Central is a documentary narrated by Queen Latifah that follows Elsie, a black Labrador mix, and her struggle to raise her puppies on the streets of Los Angeles.",Amazon Prime
16996,s8189,Movie,Star Kid,Manny Coto,"Joseph Mazzello, Richard Gilliland, Corinne Bohrer",,,1998,PG,101 min,"Action, Kids, Science Fiction","Likeable but shy kid Spencer dreams of being like his comic book hero, but his life is strictly grounded in reality. Until the day an extraterrestrial craft crashes nearby, and the cybernetic organism inside invites young Spencer to try on his space suit.",Amazon Prime
16997,s8190,Movie,Shoot First And Pray You Live,Lance Doty,"John Doman, Jim Gaffigan, Jeff Hephner, Tamara Hope",,,2008,R,110 min,"Action, Western",Tale of vengeance – outlaw style – as Red Pierre hunts down legendary gunman Bob McGurk to avenge the murder of his mother and father.,Amazon Prime
16998,s8191,Movie,Salome's Last Dance,Ken Russell,"Glenda Jackson, Stratford Johns, Nickolas Grace, Douglas Hodge",,,1988,R,89 min,"Comedy, Drama","In a candle-lit Victorian brothel, Oscar Wilde sips champagne as pretty prostitutes enact his latest play, ""Salome."" As Salome performs her Dance of the Seven Veils in exchange for the ruin of John the Baptist, life begins to imitate art and the story becomes a mirror of the life of its author.",Amazon Prime
16999,s8192,Movie,Robocop: Prime Directives-Dark Justice,Julian Grant,"Alex J. Murphy , John Terrence Cable ,  Sara Cable",,,2001,R,95 min,Action,Part one. Robocop stumbles across information uncovering an evil group of government officials that must be stopped.,Amazon Prime
17000,s8193,Movie,Ringmaster,Neil Abramson,"Jerry Springer, Jaime Pressly, Michael Jai White, Michael Dudikoff, Molly Hagan, William McNamara",,,1998,R,90 min,Comedy,Take a trip with special guests as they journey through the mayhem and mischief backstage and in front of the cameras and watch Jerry Springer as he attempts to keep pace with the dramas unfolding and undressing around him.,Amazon Prime
17001,s8194,Movie,Replicant,Ringo Lam,"Jean-Claude Van Damme, Michael Rooker",,,2001,R,100 min,"Adventure, Science Fiction, Suspense",Jean-Claude Van Damme squares off against his deadliest opponent yet – himself – when he stars as both a heinous serial killer and the replicated clone that scientists have constructed in order to kill him.,Amazon Prime
17002,s8195,Movie,Priceless,Pierre Salvadori,"Audrey Tautou, Gad Elmaleh, Marie-Christine Adam, Vernon Dobtcheff, Jacques Spiesser, Annelise Hesme",,,2008,PG-13,106 min,"Arthouse, Comedy, International","On the French Riviera, nothing comes cheap. And when it comes to men, Irene has very rich taste. One very confusing night, she is duped at her own game. Her knight in shining armor turns out to be a bartender. Irene, however, is the woman of Jean's dreams. The only way to win her heart back is to turn the tables on her. Audrey Tautou stars in a romantic comedy that proves true love is priceless",Amazon Prime
17003,s8196,Movie,Pet,Carles Torrens,"Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Nathan Parsons, Da'Vone McDonald, John Ross Bowie",,,2016,R,94 min,"Arthouse, Horror, Suspense","A young waitress engages in psychological warfare with the lonely man who abducts her, revealing the darkness lurking in each of them.",Amazon Prime
17004,s8197,Movie,Night Skies,Roy Knyrim,"Jason Connery, Ashley Peldon, Gwendoline Yeo, Jerry Jackson, A.J. Cook, George Stults, Joseph Sikora",,,2007,R,84 min,"Horror, Science Fiction","March 13, 1997. Five friends bound for Las Vegas accidentally hit a stalled truck belonging to an ex-soldier. Stranded together on an isolated country road, they are about to witness one of the largest UFO sightings in history. This thrilling film based by real events, recreates the unexplained moments of that harrowing night, an experience too incredible to believe and too dangerous to ignore.",Amazon Prime
17005,s8198,Movie,Mr. Church,Bruce Beresford,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel, Lucy Fry",,,2016,PG-13,105 min,"Comedy, Drama","Mr. Church tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six-month arrangement instead spans fifteen years, and creates a family bond that lasts forever.",Amazon Prime
17006,s8199,Movie,Motives,Craig Ross Jr.,"Vivica A. Fox, Shemar Moore, Golden Brooks, Sean Blakemore, Victoria Rowell, Keshia Knight Pulliam",,,2004,R,87 min,"Drama, Suspense","Emery Simms, a successful business tycoon, is married to the quintessential society wife Constance. Things go dangerously awry when Emery engages in an adulterous fling with the exotic Allanah. Timing couldn't be any worse when the politics of high society, shady business deals, bad press, and a violent murder collide, they threaten to destroy more than just his shaky marriage.",Amazon Prime
17007,s8200,Movie,Mother's Day,Darren Lynn Bousman,"Rebecca DeMornay, Shawn Ashmore, Jaime King, Frank Grillo, Lyriq Bent, Patrick John Flueger",,,2012,18+,112 min,"Horror, Suspense","Rebecca DeMornay is terrifying in this brutal gorefest. When her sons break into a home and take the owners hostage, she teaches them what real torture is all about. Costars Shawn Ashmore.",Amazon Prime
17008,s8201,Movie,Mary Higgins Clark's: All Around The Town,Paolo Barzman,"Natassja Kinski, Tobias Moretti, Michael Shanks, Andrea Roth",,,2002,PG-13,94 min,"Drama, Suspense",An innocent girl is kidnapped and held hostage for two years causing her to develop multiple personalities and making her the number one suspect when her English professor is brutally murdered.,Amazon Prime
17009,s8202,Movie,Incognito,John Badham,"Jason Patric, Irène Jacob, Thomas Lockyer, Ian Richardson, Simon Chandler, Pip Torrens, Rod Steiger",,,1998,R,107 min,"Drama, Romance, Suspense","This romantic thriller follows top forger Harry who is hired by British art dealers to fake a half a million dollar Rembrandt. After making the fake, Harry's buyers take it to a London expert who reject its authenticity. The situation turns tense when guns go off and Harry takes a hostage.",Amazon Prime
17010,s8203,Movie,I Am Dragon,Indar Dzhendubaev,"Matvey Lykov, Mariya Poezzhaeva",,,2017,16+,107 min,"Action, Fantasy","In the midst of her wedding, Princess Miroslava is kidnapped by a dragon and carried away into his castle on a remote island. Now the only things Mira has are a stone cage and a mysterious young man named Arman... but who is he and what is he doing on that island? Miroslava will know the truth too late: loving a dragon will reveal the bitter truth.",Amazon Prime
17011,s8204,Movie,High School,John Stalberg,"Adrien Brody, Michael Chiklis, Adhir Kalyan, Colin Hanks, Matt Bush, Sean Marquette",,,2012,R,100 min,Comedy,"When the principal (Michael Chiklis) institutes a mandatory drug test the day after he gets high for the first time, the soon-to-be class valedictorian devises a plan to get the whole school stoned.",Amazon Prime
17012,s8205,Movie,Hatchet,Adam Green,"Joel David Moore, Deon Richmond, Mercedes McNab, Tony Todd, Robert Englund, Kane Hodder",,,2007,R,84 min,Horror,A boat ride of the haunted Louisiana bayous takes a turn for the worse when the tourists learn the terrifying tale of local legend who accidentally killed with a hatchet by the hands of his own father.,Amazon Prime
17013,s8206,Movie,Down the Shore,Harold Guskin,"Famke Janssen, James Gandolfini, John Magaro, Maria Dizzia",,,2013,R,93 min,"Drama, Suspense","On the Jersey Shore, the lives of three childhood friends begin to unravel when a deadly secret from their past is revealed. Starring James Gandolfini, Famke Jansen, and Maria Dizzia.",Amazon Prime
17014,s8207,Movie,Double Down,Sterling Macer Jr.,"Sterling Macer Jr, Jaimi Paige, Victor H Lopez, Shashawnee Hall",,,2020,16+,109 min,"Drama, Suspense","Vincent Jamison, a failing bond trader, agrees to a fateful bet, only to make a devastating discovery about the actual circumstances of his life.",Amazon Prime
17015,s8208,Movie,Dirty 30,Andrew Bush,"Mamrie Hart, Grace Helbig, Hannah Hart",United States,,2016,PG-13,87 min,Comedy,"On the eve of Kate's (Mamrie Hart) 30th birthday, friends Evie (Grace Helbig) and Charlie (Hannah Hart) offer to throw her a party. But the celebration quickly spirals out of control.",Amazon Prime
17016,s8209,Movie,Daydream Nation,Michael Goldbach,"Kat Dennings, Reece Thompson, Andie MacDowell, Josh Lucas, Rachel Blanchard, Landon Liboiron",,,2010,R,98 min,Drama,Seventeen-year-old Caroline (Kat Dennings) finds herself entangled in a love triangle between her classmate and her high school teacher (Josh Lucas).,Amazon Prime
17017,s8210,Movie,Dance of the Dead,Gregg Bishop,"Jared Kusnitz, Greyson Chadwick, Chandler Darby, Lucas Till",,,2008,R,87 min,"Comedy, Horror","On the night of the big High School Prom, the dead rise to eat the living, and the only people who can stop them are the losers who couldn't get dates to the dance.",Amazon Prime
17018,s8211,Movie,Crucifixion Quake,Marco Bazzi,,,,2020,13+,103 min,"Documentary, Faith and Spirituality, Special Interest",Geologist goes on a 20 year quest to determine if the physical events reported on the day of the Crucifixion happened as narrated.,Amazon Prime
17019,s8212,Movie,Cross Creek,Martin Ritt,"Mary Steenburgen, Peter Coyote, Rip Torn, Alfre Woodward, Malcolm McDowell",,,1983,PG,120 min,Drama,"The Oscar nominated true story of the woman who wrote ""The Yearling.""",Amazon Prime
17020,s8213,Movie,Creature from Big Muddy: An Illinois Bigfoot Legend,Joseph C Tury,"Chad Lewis, Kevin Lee Nelson, Michael Huntington, Tony Gerard, Coyote Chris Sutton, Bob Musgrave, Bruce Cline, Christian Baril, Bob Reiman, Jessica Van Pelt, Zach D Starrick, Ben Bishop",,,2021,13+,63 min,"Documentary, Horror","In the early 1970's in Murphysboro, Illinois, the town was terrorized by a creature that was thought to come out of a local river called the Big Muddy. It was described as an eight foot tall, bigfoot-like creature. Featuring authors of the strange, Chad Lewis and Kevin Lee Nelson, this is an investigative look into the legend of The Big Muddy Monster.",Amazon Prime
17021,s8214,Movie,Chocolate Kiss,"Melissa Talbot, Mike Jeffers","Ed Donaldson, Kristin Clarke, Jenia Head, Shatyrah Dexter",,,2020,13+,89 min,"Comedy, Romance","Learning to love again is a challenging task, and even more challenging when running your own business. Will the past of Ashley Valentine cause her to miss out on love? Or will she recognize the love that's been there all along?",Amazon Prime
